///key,,,,,,,
///Filter,,,,,,,
//;序号,1,2,3,4,5,6,7
合成排序,首饰名字,首饰分类,合成权重1,合成权重2-战士,合成权重2-法师,合成权重2-道士,合成权重3
102,虎皇狱火靴,"虎皇霸天盔,虎皇霸天链,虎皇霸天镯,虎皇霸天戒,虎皇霸天带,虎皇霸天靴,虎皇狱火盔,虎皇狱火链,虎皇狱火镯,虎皇狱火戒,虎皇狱火带,虎皇狱火靴,虎皇末世盔,虎皇末世链,虎皇末世镯,虎皇末世戒,虎皇末世带,虎皇末世靴",上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50|上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50|上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50,上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50,上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶火龙焚天靴
103,虎皇末世盔,"虎皇霸天盔,虎皇霸天链,虎皇霸天镯,虎皇霸天戒,虎皇霸天带,虎皇霸天靴,虎皇狱火盔,虎皇狱火链,虎皇狱火镯,虎皇狱火戒,虎皇狱火带,虎皇狱火靴,虎皇末世盔,虎皇末世链,虎皇末世镯,虎皇末世戒,虎皇末世带,虎皇末世靴",上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50|上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50|上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50,上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50,上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶圣龙噬灵盔
104,虎皇末世链,"虎皇霸天盔,虎皇霸天链,虎皇霸天镯,虎皇霸天戒,虎皇霸天带,虎皇霸天靴,虎皇狱火盔,虎皇狱火链,虎皇狱火镯,虎皇狱火戒,虎皇狱火带,虎皇狱火靴,虎皇末世盔,虎皇末世链,虎皇末世镯,虎皇末世戒,虎皇末世带,虎皇末世靴",上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50|上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50|上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50,上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50,上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶圣龙噬灵链
105,虎皇末世镯,"虎皇霸天盔,虎皇霸天链,虎皇霸天镯,虎皇霸天戒,虎皇霸天带,虎皇霸天靴,虎皇狱火盔,虎皇狱火链,虎皇狱火镯,虎皇狱火戒,虎皇狱火带,虎皇狱火靴,虎皇末世盔,虎皇末世链,虎皇末世镯,虎皇末世戒,虎皇末世带,虎皇末世靴",上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50|上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50|上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50,上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50,上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶圣龙噬灵镯
106,虎皇末世戒,"虎皇霸天盔,虎皇霸天链,虎皇霸天镯,虎皇霸天戒,虎皇霸天带,虎皇霸天靴,虎皇狱火盔,虎皇狱火链,虎皇狱火镯,虎皇狱火戒,虎皇狱火带,虎皇狱火靴,虎皇末世盔,虎皇末世链,虎皇末世镯,虎皇末世戒,虎皇末世带,虎皇末世靴",上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50|上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50|上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50,上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50,上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶圣龙噬灵戒
107,虎皇末世带,"虎皇霸天盔,虎皇霸天链,虎皇霸天镯,虎皇霸天戒,虎皇霸天带,虎皇霸天靴,虎皇狱火盔,虎皇狱火链,虎皇狱火镯,虎皇狱火戒,虎皇狱火带,虎皇狱火靴,虎皇末世盔,虎皇末世链,虎皇末世镯,虎皇末世戒,虎皇末世带,虎皇末世靴",上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50|上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50|上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50,上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50,上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶圣龙噬灵带
108,虎皇末世靴,"虎皇霸天盔,虎皇霸天链,虎皇霸天镯,虎皇霸天戒,虎皇霸天带,虎皇霸天靴,虎皇狱火盔,虎皇狱火链,虎皇狱火镯,虎皇狱火戒,虎皇狱火带,虎皇狱火靴,虎皇末世盔,虎皇末世链,虎皇末世镯,虎皇末世戒,虎皇末世带,虎皇末世靴",上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50|上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50|上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶苍龙逆火盔#50|上古∶苍龙逆火链#50|上古∶苍龙逆火镯#50|上古∶苍龙逆火戒#50|上古∶苍龙逆火带#50|上古∶苍龙逆火靴#50,上古∶火龙焚天盔#50|上古∶火龙焚天链#50|上古∶火龙焚天镯#50|上古∶火龙焚天戒#50|上古∶火龙焚天带#50|上古∶火龙焚天靴#50,上古∶圣龙噬灵盔#50|上古∶圣龙噬灵链#50|上古∶圣龙噬灵镯#50|上古∶圣龙噬灵戒#50|上古∶圣龙噬灵带#50|上古∶圣龙噬灵靴#50,上古∶圣龙噬灵靴
109,上古∶苍龙逆火盔,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
110,上古∶苍龙逆火链,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
111,上古∶苍龙逆火镯,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
112,上古∶苍龙逆火戒,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
113,上古∶苍龙逆火带,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
114,上古∶苍龙逆火靴,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
115,上古∶火龙焚天盔,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
116,上古∶火龙焚天链,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
117,上古∶火龙焚天镯,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
118,上古∶火龙焚天戒,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
119,上古∶火龙焚天带,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
120,上古∶火龙焚天靴,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
121,上古∶圣龙噬灵盔,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
122,上古∶圣龙噬灵链,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
123,上古∶圣龙噬灵镯,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
124,上古∶圣龙噬灵戒,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
125,上古∶圣龙噬灵带,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
126,上古∶圣龙噬灵靴,"上古∶苍龙逆火盔,上古∶苍龙逆火链,上古∶苍龙逆火镯,上古∶苍龙逆火戒,上古∶苍龙逆火带,上古∶苍龙逆火靴,上古∶火龙焚天盔,上古∶火龙焚天链,上古∶火龙焚天镯,上古∶火龙焚天戒,上古∶火龙焚天带,上古∶火龙焚天靴,上古∶圣龙噬灵盔,上古∶圣龙噬灵链,上古∶圣龙噬灵镯,上古∶圣龙噬灵戒,上古∶圣龙噬灵带,上古∶圣龙噬灵靴",-1,-1,-1,-1,-1
